Caja,Modulo,Flujo
Cegid.Framework.CwasAdapters,CallingFlow,"Method 'Cegid.CBR.BasicWebRequestService.Invoke' - Exception - Remote service returned error: 	""Error"""
Cegid.Framework.CwasAdapters,CallingFlow,"Method 'Cegid.Cbp.DBCommandService.OpenSQL' - Exception - Cegid.Framework.CbpException: Error when calling the method 'OpenSQL' of the adapter 'Cegid.Erp.Services.DBCommandCwasAdapter'. 	Exception code              : CBP50101 	Action / method             : CwasAdapter.CreateDelegate 	What to do                  : <Empty> 	RequestTobAsXml             : <?xml version=""1.0"" encoding=""utf-8""?><Document><Data formatVersion=""ForwardRead"" serializeVersion=""3.1""><Tob Name=""In""><Fields><Field Name=""SQL"" Type=""String"" Value=""/* YCSForm:Z,Z_HABEAS */  SELECT ZPM_VALUE FROM ZPARAMS WHERE ZPM_CODE=&quot;HABEASDATA:PAIS_CELULAR&quot;&lt;"" /><Field Name=""FIRSTROW"" Type=""Integer"" Value=""0"" /><Field Name=""NBROW"" Type=""Integer"" Value=""-1"" /><Field Name=""RO"" Type=""Boolean"" Value=""true"" /><Field Name=""VERSIONDEMO"" Type=""String"" Value=""-"" /><Field Name=""TYPESERIALISATION"" Type=""Integer"" Value=""0"" /><Field Name=""EXTENDVALUE2"" Type=""String"" Value=""60895fb668b5da5f13bebc8ea26dc2c98140a5b51e8e32aa7652de8ebbc1eca21bd270dbfb6dc1695b29fb70fcbfbf9fea98f51b4ba38933086e37d1e4b097af"" /><Field Name=""EXTENDVALUE"" Type=""Base64Binary"" Value=""mnbnS05PC/J5/Zv+f24xgquvm9kC06ixNNYUoQXJeBK/fJoUjKW7jt88dXFaSllgDNRiPPF7gyVi40qQFr03aw=="" /><Field Name=""EXTENDPARAMETER"" Type=""String"" Value=""FOS5_SC_24.0"" /></Fields></Tob></Data></Document> 	Call stack                  : 	   at Cegid.Framework.Legacy.CwasAdapterModel.CwasAdapter.CwasAdapterMethodInfo.<>c__DisplayClass27_0.<CreateDelegate>b__0(ICwasAdapterContext cwasAdapterContext) 	   at Cegid.Framework.Legacy.CwasAdapterModel.CwasAdapter.SyncCwasAdapterMethodInfo.<>c__DisplayClass4_0.<CreateAction>b__0(ICwasAdapterContext`2 cwasAdapterContext) 	   at Cegid.Framework.Legacy.CwasAdapterModel.CwasAdapter.<>c__DisplayClass31_0.<CreateInvoker>b__0(ICwasAdapterContext`2 cwasAdapterContext) 	   at Cegid.Framework.Legacy.CwasAdapterModel.CwasAdapter.Invoke(ICwasAdapterContext`2 context) 	   at Cegid.Framework.Legacy.CwasAdapterModel.CwasAdapterService.Invoke(ICwasAdapterContext`2 context) 	   at Cegid.Framework.Legacy.Dispatch.LegacyDispatcher.<>c__DisplayClass5_1.<Invoke>b__2() 	   at Cegid.Framework.ExceptionHelper.TryHandle(Action action, Func`2 isHandled) 	   at Cegid.Framework.Diagnostics.ILogSourceExtensions.LogFlow[T](ILogSource logSource, Func`1 flowName, Func`1 flowInputs, Action`1 flow, Func`1 flowOutputs) 	Inner exception             : 	   Cegid.Erp.Data.Sql.Ast.SqlParserException: Sql syntax error. SQLStatus=SyntaxError, QueryLine=0, QueryPosition=96, QueryString=/* YCSForm:Z,Z_HABEAS */  SELECT ZPM_VALUE FROM ZPARAMS WHERE ZPM_CODE=""HABEASDATA:PAIS_CELULAR""<, InnerException=Syntax error, expected: +, -, AND, THEN, OR, DO, GROUP, HAVING, ORDER, ), ;, UNION, INTERSECT, EXCEPT, END, ELSE, ,, UPDATE, INSERT, WHERE, INNER, LEFT, RIGHT, CROSS, JOIN, DELETE 	   Exception code                           : SQL000001 	   Action / method                          :  	   What to do                               : Check sql syntax 	   Call stack                               : 	      at Cegid.Erp.Data.Sql.Ast.SqlParser`1.Parse(String sql) 	      at Cegid.Erp.Legacy.Sql.LegacyQueryArgs.GetSqlExpression(Boolean softCleaningDisabled) 	      at Cegid.Erp.Services.DBCommandCwasAdapter.OpenSQL(ICwasAdapterContext`2 context)"
Cegid.Framework.ServiceModel,ApplicationFlow,"Function 'LegacyDispatcherService.svc - Invoke' - Exception - Cegid.Framework.CbpException: Error when calling the method 'OpenSQL' of the adapter 'Cegid.Erp.Services.DBCommandCwasAdapter'. 	Exception code              : CBP50101 	Action / method             : CwasAdapter.CreateDelegate 	What to do                  : <Empty> 	RequestTobAsXml             : <?xml version=""1.0"" encoding=""utf-8""?><Document><Data formatVersion=""ForwardRead"" serializeVersion=""3.1""><Tob Name=""In""><Fields><Field Name=""SQL"" Type=""String"" Value=""/* YCSForm:Z,Z_HABEAS */  SELECT ZPM_VALUE FROM ZPARAMS WHERE ZPM_CODE=&quot;HABEASDATA:PAIS_CELULAR&quot;&lt;"" /><Field Name=""FIRSTROW"" Type=""Integer"" Value=""0"" /><Field Name=""NBROW"" Type=""Integer"" Value=""-1"" /><Field Name=""RO"" Type=""Boolean"" Value=""true"" /><Field Name=""VERSIONDEMO"" Type=""String"" Value=""-"" /><Field Name=""TYPESERIALISATION"" Type=""Integer"" Value=""0"" /><Field Name=""EXTENDVALUE2"" Type=""String"" Value=""60895fb668b5da5f13bebc8ea26dc2c98140a5b51e8e32aa7652de8ebbc1eca21bd270dbfb6dc1695b29fb70fcbfbf9fea98f51b4ba38933086e37d1e4b097af"" /><Field Name=""EXTENDVALUE"" Type=""Base64Binary"" Value=""mnbnS05PC/J5/Zv+f24xgquvm9kC06ixNNYUoQXJeBK/fJoUjKW7jt88dXFaSllgDNRiPPF7gyVi40qQFr03aw=="" /><Field Name=""EXTENDPARAMETER"" Type=""String"" Value=""FOS5_SC_24.0"" /></Fields></Tob></Data></Document> 	TrackingId                  : 1bbf2d6d-4e50-4ebb-ab8f-1021261ea702 	Call stack                  : 	   at Cegid.Framework.Legacy.CwasAdapterModel.CwasAdapter.CwasAdapterMethodInfo.<>c__DisplayClass27_0.<CreateDelegate>b__0(ICwasAdapterContext cwasAdapterContext) 	   at Cegid.Framework.Legacy.CwasAdapterModel.CwasAdapter.SyncCwasAdapterMethodInfo.<>c__DisplayClass4_0.<CreateAction>b__0(ICwasAdapterContext`2 cwasAdapterContext) 	   at Cegid.Framework.Legacy.CwasAdapterModel.CwasAdapter.<>c__DisplayClass31_0.<CreateInvoker>b__0(ICwasAdapterContext`2 cwasAdapterContext) 	   at Cegid.Framework.Legacy.CwasAdapterModel.CwasAdapter.Invoke(ICwasAdapterContext`2 context) 	   at Cegid.Framework.Legacy.CwasAdapterModel.CwasAdapterService.Invoke(ICwasAdapterContext`2 context) 	   at Cegid.Framework.Legacy.Dispatch.LegacyDispatcher.<>c__DisplayClass5_1.<Invoke>b__2() 	   at Cegid.Framework.ExceptionHelper.TryHandle(Action action, Func`2 isHandled) 	   at Cegid.Framework.Diagnostics.ILogSourceExtensions.LogFlow[T](ILogSource logSource, Func`1 flowName, Func`1 flowInputs, Action`1 flow, Func`1 flowOutputs) 	   at Cegid.Framework.Legacy.Dispatch.LegacyDispatcher.Invoke(String action, String parameter, IDataTob request) 	   at Cegid.Erp.Services.LegacyHost.LegacyDispatcherServiceBase.Invoke(IHub hub, String action, String parameter, IDataTob request) 	   at SyncInvokeInvoke(Object , Object[] , Object[] ) 	   at System.ServiceModel.Dispatcher.SyncMethodInvoker.Invoke(Object instance, Object[] inputs, Object[]& outputs) 	   at Cegid.Framework.ServiceModel.Dispatcher.LogOperationInvoker`1.<>c__DisplayClass6_0.<Invoke>b__1(T functionalCategory) 	   at Cegid.Framework.Diagnostics.ILogSourceExtensions.LogFlow[T](ILogSource logSource, Func`1 flowName, Func`1 flowInputs, Action`1 flow, Func`1 flowOutputs) 	Inner exception             : 	   Cegid.Erp.Data.Sql.Ast.SqlParserException: Sql syntax error. SQLStatus=SyntaxError, QueryLine=0, QueryPosition=96, QueryString=/* YCSForm:Z,Z_HABEAS */  SELECT ZPM_VALUE FROM ZPARAMS WHERE ZPM_CODE=""HABEASDATA:PAIS_CELULAR""<, InnerException=Syntax error, expected: +, -, AND, THEN, OR, DO, GROUP, HAVING, ORDER, ), ;, UNION, INTERSECT, EXCEPT, END, ELSE, ,, UPDATE, INSERT, WHERE, INNER, LEFT, RIGHT, CROSS, JOIN, DELETE 	   Exception code                           : SQL000001 	   Action / method                          :  	   What to do                               : Check sql syntax 	   Call stack                               : 	      at Cegid.Erp.Data.Sql.Ast.SqlParser`1.Parse(String sql) 	      at Cegid.Erp.Legacy.Sql.LegacyQueryArgs.GetSqlExpression(Boolean softCleaningDisabled) 	      at Cegid.Erp.Services.DBCommandCwasAdapter.OpenSQL(ICwasAdapterContext`2 context)"
Cegid.Framework.ServiceModel,ApplicationFlow,"Function 'LegacyDispatcherService.svc - Invoke' - Exception - Cegid.Retail.Services.Resources.Biz005Exception: Remote service returned error: 	""Error"" 	Exception code                                 : CBR_005_0458 	Action / method                                :  	What to do                                     : <Empty> 	RequestTobAsXml                                : <?xml version=""1.0"" encoding=""utf-8""?><Document><Data formatVersion=""ForwardRead"" serializeVersion=""3.1""><Tob Name=""InvokeRequest""><Fields><Field Name=""XML_CONTENT"" Type=""String"" Value=""&lt;?xml version=&quot;1.0&quot; encoding=&quot;UTF-16&quot; standalone=&quot;yes&quot;?&gt;&#xD;&#xA;&lt;InvokeRequest xmlns=&quot;http://www.cegid.fr/Retail/1.0&quot;&gt;&lt;SimpleParameters&gt;&lt;Parameter xmlns=&quot;http://www.cegid.fr/Retail/1.0&quot;&gt;&lt;Name&gt;HttpPost&lt;/Name&gt;&lt;Value&gt;execute Z_Api_sistecredito_CreditosCliente &amp;amp;35834F7C-98AA-4347-A2E6-E114BD97B05E&amp;amp;,&amp;amp;CC&amp;amp;,&amp;amp;1017137282&amp;amp;,&amp;amp;611&amp;amp; &lt;/Value&gt;&lt;/Parameter&gt;&lt;/SimpleParameters&gt;&lt;WebService xmlns=&quot;http://www.cegid.fr/Retail/1.0&quot;&gt;&lt;Id&gt;WSS&lt;/Id&gt;&lt;Type&gt;CBS&lt;/Type&gt;&lt;/WebService&gt;&lt;/InvokeRequest&gt;"" /><Field Name=""VERSIONDEMO"" Type=""String"" Value=""-"" /><Field Name=""TYPESERIALISATION"" Type=""Integer"" Value=""0"" /></Fields></Tob></Data></Document> 	TrackingId                                     : bc0b0aed-a95a-4ffd-97cf-5439eca43db4 	Call stack                                     : 	   at Cegid.Retail.Services.BasicWebRequest.BasicWebRequestService.Invoke_Impl(InvokeRequest request) 	   at Cegid.Retail.LegacyServices.BasicWebRequest.BasicWebRequestServiceDtoAdapter.Invoke(ICwasAdapterContext`2 context) 	   at Cegid.Framework.Legacy.CwasAdapterModel.CwasAdapter.CwasAdapterMethodInfo.<>c__DisplayClass27_0.<CreateDelegate>b__0(ICwasAdapterContext cwasAdapterContext) 	   at Cegid.Framework.Legacy.CwasAdapterModel.CwasAdapter.SyncCwasAdapterMethodInfo.<>c__DisplayClass4_0.<CreateAction>b__0(ICwasAdapterContext`2 cwasAdapterContext) 	   at Cegid.Framework.Legacy.CwasAdapterModel.CwasAdapter.<>c__DisplayClass31_0.<CreateInvoker>b__0(ICwasAdapterContext`2 cwasAdapterContext) 	   at Cegid.Framework.Legacy.CwasAdapterModel.CwasAdapter.Invoke(ICwasAdapterContext`2 context) 	   at Cegid.Framework.Legacy.CwasAdapterModel.CwasAdapterService.Invoke(ICwasAdapterContext`2 context) 	   at Cegid.Framework.Legacy.Dispatch.LegacyDispatcher.<>c__DisplayClass5_1.<Invoke>b__2() 	   at Cegid.Framework.ExceptionHelper.TryHandle(Action action, Func`2 isHandled) 	   at Cegid.Framework.Diagnostics.ILogSourceExtensions.LogFlow[T](ILogSource logSource, Func`1 flowName, Func`1 flowInputs, Action`1 flow, Func`1 flowOutputs) 	   at Cegid.Framework.Legacy.Dispatch.LegacyDispatcher.Invoke(String action, String parameter, IDataTob request) 	   at Cegid.Erp.Services.LegacyHost.LegacyDispatcherServiceBase.Invoke(IHub hub, String action, String parameter, IDataTob request) 	   at SyncInvokeInvoke(Object , Object[] , Object[] ) 	   at System.ServiceModel.Dispatcher.SyncMethodInvoker.Invoke(Object instance, Object[] inputs, Object[]& outputs) 	   at Cegid.Framework.ServiceModel.Dispatcher.LogOperationInvoker`1.<>c__DisplayClass6_0.<Invoke>b__1(T functionalCategory) 	   at Cegid.Framework.Diagnostics.ILogSourceExtensions.LogFlow[T](ILogSource logSource, Func`1 flowName, Func`1 flowInputs, Action`1 flow, Func`1 flowOutputs)"
Cegid.Framework.ServiceModel,ApplicationFlow,"Function 'LegacyDispatcherService.svc - Invoke' - Exception - Cegid.Retail.Services.Resources.Biz005Exception: Remote service returned error: 	""Error"" 	Exception code                                 : CBR_005_0458 	Action / method                                :  	What to do                                     : <Empty> 	RequestTobAsXml                                : <?xml version=""1.0"" encoding=""utf-8""?><Document><Data formatVersion=""ForwardRead"" serializeVersion=""3.1""><Tob Name=""InvokeRequest""><Fields><Field Name=""XML_CONTENT"" Type=""String"" Value=""&lt;?xml version=&quot;1.0&quot; encoding=&quot;UTF-16&quot; standalone=&quot;yes&quot;?&gt;&#xD;&#xA;&lt;InvokeRequest xmlns=&quot;http://www.cegid.fr/Retail/1.0&quot;&gt;&lt;SimpleParameters&gt;&lt;Parameter xmlns=&quot;http://www.cegid.fr/Retail/1.0&quot;&gt;&lt;Name&gt;HttpPost&lt;/Name&gt;&lt;Value&gt;execute Z_Api_sistecredito_CreditosCliente &amp;amp;9BBB1EF9-757C-497E-9859-0F27CF3453E6&amp;amp;,&amp;amp;CC&amp;amp;,&amp;amp;31409999&amp;amp; &lt;/Value&gt;&lt;/Parameter&gt;&lt;/SimpleParameters&gt;&lt;WebService xmlns=&quot;http://www.cegid.fr/Retail/1.0&quot;&gt;&lt;Id&gt;WSS&lt;/Id&gt;&lt;Type&gt;CBS&lt;/Type&gt;&lt;/WebService&gt;&lt;/InvokeRequest&gt;"" /><Field Name=""VERSIONDEMO"" Type=""String"" Value=""-"" /><Field Name=""TYPESERIALISATION"" Type=""Integer"" Value=""0"" /></Fields></Tob></Data></Document> 	TrackingId                                     : a4026055-eaae-441a-8116-944b24931d97 	Call stack                                     : 	   at Cegid.Retail.Services.BasicWebRequest.BasicWebRequestService.Invoke_Impl(InvokeRequest request) 	   at Cegid.Retail.LegacyServices.BasicWebRequest.BasicWebRequestServiceDtoAdapter.Invoke(ICwasAdapterContext`2 context) 	   at Cegid.Framework.Legacy.CwasAdapterModel.CwasAdapter.CwasAdapterMethodInfo.<>c__DisplayClass27_0.<CreateDelegate>b__0(ICwasAdapterContext cwasAdapterContext) 	   at Cegid.Framework.Legacy.CwasAdapterModel.CwasAdapter.SyncCwasAdapterMethodInfo.<>c__DisplayClass4_0.<CreateAction>b__0(ICwasAdapterContext`2 cwasAdapterContext) 	   at Cegid.Framework.Legacy.CwasAdapterModel.CwasAdapter.<>c__DisplayClass31_0.<CreateInvoker>b__0(ICwasAdapterContext`2 cwasAdapterContext) 	   at Cegid.Framework.Legacy.CwasAdapterModel.CwasAdapter.Invoke(ICwasAdapterContext`2 context) 	   at Cegid.Framework.Legacy.CwasAdapterModel.CwasAdapterService.Invoke(ICwasAdapterContext`2 context) 	   at Cegid.Framework.Legacy.Dispatch.LegacyDispatcher.<>c__DisplayClass5_1.<Invoke>b__2() 	   at Cegid.Framework.ExceptionHelper.TryHandle(Action action, Func`2 isHandled) 	   at Cegid.Framework.Diagnostics.ILogSourceExtensions.LogFlow[T](ILogSource logSource, Func`1 flowName, Func`1 flowInputs, Action`1 flow, Func`1 flowOutputs) 	   at Cegid.Framework.Legacy.Dispatch.LegacyDispatcher.Invoke(String action, String parameter, IDataTob request) 	   at Cegid.Erp.Services.LegacyHost.LegacyDispatcherServiceBase.Invoke(IHub hub, String action, String parameter, IDataTob request) 	   at SyncInvokeInvoke(Object , Object[] , Object[] ) 	   at System.ServiceModel.Dispatcher.SyncMethodInvoker.Invoke(Object instance, Object[] inputs, Object[]& outputs) 	   at Cegid.Framework.ServiceModel.Dispatcher.LogOperationInvoker`1.<>c__DisplayClass6_0.<Invoke>b__1(T functionalCategory) 	   at Cegid.Framework.Diagnostics.ILogSourceExtensions.LogFlow[T](ILogSource logSource, Func`1 flowName, Func`1 flowInputs, Action`1 flow, Func`1 flowOutputs)"
